"CustomerID","Company Name","Address Name","Address Number","Street","Village","Town","County","Postcode","Customer Contact","Customer Tel","Debtors No","Bin Location",,,,,,,,,"Agreement No","Refuse/ Recycling/Glass School/School Recycling/Schd.2 Refuse/Schd.2 Rec.","Bin Size","Bin Quantity","Cedar Code Abbreviations","Collection Schedule 
(per bin)","Round/ Day",,,,,,,"Commencement Date","Cancellation Date"
1757,"Cloverleaf Cattery","The Bungalow",,"Mill Lane","Clenchwarton","King's Lynn","Norfolk","PE34 4BY","Miss S Dickinson & Mrs D Dickinson","01553 773228","EH2021052",,,,,,,,,,137805,"Refuse",360,1,"360-3, 360-4 x 31, CWTN-1","One empty per week 12 April - 31 October &
25 December  - 7 January",,,"D4",,,,,20/04/09,
1758,"Outwell Post Office & Stores",,,"Church Terrace","Outwell","Wisbech","Cambs","PE14 8RG","Mr M Lindsay","01945 772211","EH2014816",,,,,,,,,,2218,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,,,"D9",,,,03/05/04,
1759,"Hunstanton Golf Club",,,"Golf Course Road","Old Hunstanton",,"Norfolk","PE36 6JQ",,"01485 532811","EH2014824",,,,,,,,,,122987,"Refuse",1100,3,"11000-1, 1100-4 x 38, CWTN-1","One empty per week plus additional weekly 
emptying on 2 bins only; 1 June- 10 October",,"T2 SEAS",,,"T2",,,01/04/07,
1760,"Downham Country Garden Smartintore Ltd",,,"Stonecross Industrial Estate",,"Downham Market","Norfolk","PE38 0AD","Karen Willett","01366 381190","EH2014818",,,,,,,,,,120645,"Refuse",1100,1,"770-1, CWTN-1","One empty per week","D8",,,,,,,19/01/07,
,,,,,,,,,,,,,,,,,,,,,136686,"Recycling",660,1,"660-8, CWTN-2","Fortnightly; except Xmas/New Year weeks","R5 WK1",,,,,,,04/04/08,
1761,"King's Lynn Christian Fellowship","The King's Centre",,"Wellesley Street",,"King's Lynn","Norfolk","PE30 1QD",,"01553 766333","EH2014563",,,,,,,,,,131948,"Recycling",240,1,"240-8, CWTN-2","Fortnightly: except Xmas/New Year weeks",,,,"R3 WK2",,,,23/11/07,
,,,,,,,,,,,,,,,,,,,,,131949,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,,"T1",,,,,23/11/07,16/04/09
,,,,,,,,,,,,,,,,,,,,,151720,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,,"T1",,,,,17/04/09,
1763,"Mr D Lyles","Muckleton Farm House",,"Stanhoe Road","Burnham Market","King's Lynn","Norfolk","PE31 8JT",,"01485 518318","EH2014827",,,,,,,,,,119032,"Refuse",770,1,"770-3, 770-4 x 26, CWTN-1","Fortnightly emptying",,"D13 WK2",,,,,,04/12/06,
1764,"Robin Legge Ltd",,01/09/09,"High Street",,"Hunstanton","Norfolk","PE36 5AB",,"01485 532878","EH0931161",,,,,,,,,,2205,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,,,"T1",,,29/04/04,
1766,"Mr T A Ringer","The Grange",,,"West Rudham","King's Lynn","Norfolk","PE31 8SY",,"01485 529375","EH2006395",,,,,,,,,,107146,"Refuse",770,1,"770-3, 770-4 x 32, CWTN-1","One empty per week: 1 April - 30 September &
One empty per month : 1October - 31 March",,"D1",,,,,,07/01/06,
1767,"Norfolk Army Cadet Force","FAO; Cadet Exetutive Officer","TA Centre","44 Norwich Street",,"Dereham","Norfolk","NR19 1AD",,694515,"EH2014892","Armu Cadet Force TA Centre",,,"Doddshill Road","Dersingham","King's Lynn","Norfolk","PE31 6LW",,2220,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,,,,"T1",,,03/05/04,
1769,"Plumtree Mobile Home Park Ltd","Reg. Office: Stable House",70,"Fen Road","Chesterton","Cambridge",,"CB4 1TU","Mr A J May","01223 424280","EH2014918","Plumree Mobile Home Park",,,"The Street","Marham","King's Lynn","Norfolk","PE33 9JH",,2233,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,"D12",,,,,,14/05/04,
1770,"Integrated Nursing Homes Ltd","T/as Millbridge Nursing Home",4,"Lynn Road","Heacham","King's Lynn","Norfolk","PE31 7HY","Mr Guatam Saraogi","01753 643106","EH2014920",,,,,,,,,"01485 570349",140406,"Schd.2 Recycling",1100,2,"1100-9, CWTN-2","Fortnightly: except Xmas/New Year weeks",,,"R2 WK1",,,,,08/07/08,
,,,,,,,,,,,,,,,,,,,,,149345,"Schd.2 Refuse",1100,1,"1100-1,1100-2 x 2 CWTN-1","Three empties per week","D2 ",,"D2",,"T1",,,11/02/09,
1772,"Mrs M L Wong","(Ref: Lai Ying Court)",48,"Priory Lane","North Wootton","King's Lynn","Norfolk","PE30 3PT","Mai Ling Wong",,"EH2004514","Lai Ying Court","Unit 5 Priory Court",,"St. Augustine's Way","South Wootton","King's Lynn","Norfolk","PE30 3TE","01553 673715",136618,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,"T1",,,,,,01/04/09,
,,,,,,,,,,,,,,,,,,,,,136618,"Recycling",660,1,"660-8, CWTN-2","Fortnightly; except Xmas/New year weeks",,,,"R6 WK2",,,,01/04/09,
1785,"Burleigh House Hotel Ltd",,7,"Cliff Terrace",,"Hunstanton","Norfolk","PE36 6DY","Mr R Jenning","01485 533080","EH2021476",,,,,,,,,,113007,"Refuse",770,1,"770-3, 770-4 x 37, CWTN-1","Fortnightly emptying: 1 - 30 April 
Weekly emptying: 1 May - 30 September & 
Fortnightly emptying: 1 October - 31 March",,,,,"T1",,,01/07/06,
1787,"Ten Mile Bank C P School",,,"Station Road","Ten Mile Bank","Downham Market","Norfolk","PE38 0EP",,"01366 377310","EH2014952",,,,,,,,,,93964,"School Refuse",240,1,"240-3, 240-4 x 20, CWTN-3","Fortnightly emptying term time ( 20 empties p.a.)",,,,"D10 WK1",,,,07/02/05,
,,,,,,,,,,,,,,,,,,,,,93964,"School Recycling",240,1,"240-10, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)",,,,"R3 WK1",,,,07/02/05,
1802,"Navrady's of Upwell",,105,"School Road","Upwell","Wisbech","Cambs","PE14 9EW","Stephen Navrady","01945 772398","EH1143065",,,,,,,,,,83863,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,,,"D9",,,28/05/04,
1803,"Downham Preparatory School","The Old Rectory",,"Lynn Road","Stow Bardolph","King's Lynn","Norfolk","PE34 3HT",,"01366 388066","EH0989163",,,,,,,,,,88338,"School Refuse",1100,1,"1100-7,CWTN-3","One empty per week",,,"D9",,,,,01/09/04,
,,,,,,,,,,,,,,,,,,,,,88338,"School Recycling",240,1,"240-10, CWTN-4","Fortnightly emptying",,,"R3 WK1",,,,,01/09/04,25/05/09
,,,,,,,,,,,,,,,,,,,,,153348,"School Recycling",360,1,"360-10, CWTN-4","Fortnightly emptying",,,"R3 WK1",,,,,26/05/09,
1806,"Mark Brister Decorators",,24,"Austin Street",,"Hunstanton","Norfolk","PE36 6AW",,"01485 535983","EH2015368",,,,,,,,,,122748,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,,,,"T1",,,01/04/07,
1807,"Runcton Holme Social Club",,,"School Road","Runcton Holme","King's Lynn","Norfolk","PE33 0AQ",,,"EH2015373",,,,,,,,,,2224,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,,"D10",,,,,01/07/04,
1808,"Claws 'n' Paws Ltd",,"Unit 5","Fairfield Road",,"Downham Market","Norfolk","PE38 9ET","Glyn Osler","01366 388952","EH2015425",,,,,,,,,,2270,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,,"D9",,,,,28/06/04,
1809,"The Pine Centre","Rampart House",,"Lynn Road","Walpole Highway","Wisbech","Cambs","PE14 7RN","Mrs M Reeve","01945 881033","EH2015444",,,,,,,,,,2273,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,"D7",,,,,,29/06/04,
1815,"Rice Bowl House",,2,"London Road",,"King's Lynn","Norfolk","PE30 5PY","Mr Y K Yau & Mr Y F Yau","01553 764539","EH2015361",,,,,,,,,,2253,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,,"D5",,,,,10/06/04,
1817,"Emneth Parish Council","c/o Mrs M R Sawyer, Dairy Farmhouse",46,"Tottenhill Row",,"King's Lynn","Norfolk","PE33 0RQ",,"01553 810625","EH2015417",,,,,,,,,,2234,"Schd.2 Refuse",770,2,"770-1, CWTN-1","One empty per week",,,"D12",,,,,01/07/04,
1818,"Imalgo Ltd","T/as Lower Farm Nursing Home",,"Grimston Road","South Wootton","King's Lynn","Norfolk","PE30 3PB","Mr Siraj Hamdulay Director","01553 671027","EH0935626",,,,,,,,,,2277,"Schd.2 Refuse",1100,3,"1100-1, 1100-2, CWTN-1","Two empties per week",,"T1",,,"T1",,,02/07/04,
,,,,,,,,,,,,,,,,,,,,,129786,"Schd.2 Recycling",1100,1,"1100-12, 1100-15 x 25, CWTN 2","50 empties: Weekly except Xmas & New Year weeks",,,,"G3 WK1/ 
R3 WK2",,,,24/09/07,
1819,"Freeman & Goodson Engineering Ltd","T/as Con-Pack Systems",69,"Hamburg Way","North Lynn Industrial Estate","King's Lynn","Norfolk","PE30 2ND","Carl Goodson","01553 763931","EH2015473",,,,,,,,,,2276,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,"T1",,,,,,02/07/04,11/09/09
1824,"Mr Smith's Bakery",,74,"Marshland Street","Terrington St Clement","King's Lynn","Norfolk","PE34 4NE","Mr S Smith","01553 829944","EH2015685",,,,,,,,,,2288,"Refuse",770,1,"770-1, CWTN-1","One empty per week","D4",,,,,,,07/07/04,
1842,"Supafry",,"28-30","Greevegate",,"Hunstanton","Norfolk","PE36 6AA","Mr J Smith Owner","01485 534565","EH2027225",,,,,,,,,,132475,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,,,"T1",,,09/07/07,
1843,"Downham Market Christian Fellowship","The Sovereign Centre",,"Sovereign Way",,"Downham Market","Norfolk","PE38 9SW","Sue Hubbard Treasurer","01366 384474","EH2015803",,,,,,,,,,2291,"Schd.2 Refuse",770,1,"770-1, CWTN-1","One empty per week",,,,,"D9",,,08/07/04,
1845,"The Coffee Pot",,28,"Le Strange Terrace",,"Hunstanton","Norfolk","PE36 5AJ","Sharon Gage","01485 535003","EH2020745",,,,,,,,,,149681,"Refuse",770,1,"770-3, 770-4 x 30, CWTN-1","Weekly empting; 1 April - 31 October",,,,,"T1",,,19/02/09,
1846,"The Gaultree Inn",,38,"Gaultree Square","Emneth","Wisbech","Cambs","PE14 8DD","Mr J R McCourt","01945 474297","EH2015806",,,,,,,,,,113613,"Refuse",360,1,"360-1, CWTN-1","One empty per week",,,"D12",,,,,01/08/06,
1849,"Emneth Post Office & Stores",,22,"Gaultree Square","Emneth","Wisbech","Cambs","PE14 8DD","Mr R & Mrs C Rumbold","01945 583892","EH2019137",,,,,,,,,,105845,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,,"D12",,,,,15/11/05,
1851,"Curtis Butchers",,18,"Gaultree Square","Emneth","Wisbech","Cambs","PE14 8DD","Mr S J Curtis","01945 583246","EH2015826",,,,,,,,,,2323,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,,"D12",,,,,19/08/04,
1855,"The Norfolk Warehouse Ltd",,,"North Street","Burnham Market","King's Lynn","Norfolk","PE31 8HG",,"01328 738634","EH2015844",,,,,,,,,,2313,"Refuse",360,1,"360-1, CWTN-1","One empty per week",,"D13",,,,,,12/08/04,
1862,"Dr D M Hansell","Downham Dental Practice",39,"High Street",,"Downham Market","Norfolk","PE38 9HF",,"01366 382265","EH2015875",,,,,,,,,,95123,"Refuse",660,1,"660-1, CWTN-1","One empty per week",,"D9",,,,,,14/03/05,
1865,"Ruby & Tullulah","Church House",,"Overy Road","Burnham Market","King's Lynn","Norfolk","PE31 8HH","Mr W Spice","01328 738638","EH2015894",,,,,,,,,,2343,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,"D13",,,,,,01/09/04,
1875,"Silver Spoon Restaurant",,122,"Norfolk Street",,"King's Lynn","Norfolk","PE30 1AP","Mr Akif Kaya","01553 760057","EH2015940",,,,,,,,,,122958,"Refuse",360,4,"360-1, 360-2, CWTN-1","Two empties per week","T1",,,"T1",,,,01/04/07,
1876,"Mr A Runciman",,8,"Luard Road",,"Cambridge",,"CB2 2PJ",,"02076 635263","EH2015941",,,10,"Boston Square",,"Hunstanton","Norfolk","PE36 6DU",,2317,"Refuse",240,2,"240-3, 240-4 x 22, CWTN-1","Weekly emptying: 1 May - 30 September",,,,,"T1",,,17/08/04,
1877,"Cobblestones",,9,"Blackfriars Street",,"King's Lynn","Norfolk","PE30 1NN","Mr D Kilvington","01553 777709","EH0934525",,,,,,,,,,149022,"Refuse",360,1,"360-3, 360-4 x 26, CWTN-1","Fortnightly emptying",,,,"T1 WK2",,,,01/02/09,18/04/09
,,,,,,,,,,,,,,,,,,,,,149022,"Recycling",660,1,"660-8, CWTN-2","Fortnightly: except weeks containing Xmas Day &
New Years Day","G3 WK2",,,,,,,01/02/09,18/04/09
,,,,,,,,,,,,,,,,,,,,,151388,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,,"T1",,,,19/04/09,
,,,,,,,,,,,,,,,,,,,,,151388,"Recycling",660,1,"660-8, 660-12 x 25, CWTN-2","50 empties: Weekly except Xmas & New Year weeks","G3",,,,,,,19/04/09,
,,,,,,,,,,,,,,,,,,,,,155033,"Glass",770,1,,"One empty per month","G3",,,,,,,01/04/09,
1878,"White House Bookshop",,,"Market Place","Burnham Market","King's Lynn","Norfolk","PE31 8HD","Miss Catherine Bennett","01328 730270","EH2030598",,,,,,,,,,138411,"Refuse",360,1,"360-1, CWTN-1","One empty per week",,"D13",,,,,,01/04/08,
1879,"The Post Office",,,"Market Place","Burnham Market","King's Lynn","Norfolk","PE31 8YY","Mr R J Davies","01328 738273","EH2015972",,,,,,,,,,136611,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,"D13",,,,,,01/04/08,
,,,,,,,,,,,,,,,,,,,,,136611,"Recycling",660,1,"660-8, CWTN-2","Fortnightly: except weeks containing Xmas Day &
New Years Day",,"R6 WK1",,,,,,01/04/08,
1880,"West Norfolk Citizen's Advice Bureau","White's House",26,"St Nicholas Street",,"King's Lynn","Norfolk","PE30 1LY",,"01553 763502","EH2015973",,,,,,,,,,2365,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,"T1",,,,,,09/09/04,
1881,"Millennium Pizza & Fried Chicken",,47,"High Street",,"Downham Market","Norfolk","PE38 9HF","Mr Ulas Seske","01366 385555","EH2028244",,,,,,,,,,137477,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,"D9",,,,,,24/04/08,
1882,"Vancouver Childrens Centre","Fairstead Community Centre",,"Centre Point",,"King's Lynn","Norfolk","PE30 4SR","Annette McGivern","01553 762805","EH2016740",,,,,,,,,,126882,"Refuse",770,1,"770-1, CWTN-1 ","One empty per week","T1",,,,,,,01/04/07,
,,,,,,,,,,,,,,,,,,,,,126882,"School Recycling",360,1,"360-10, CWTN-4","Fortnightly emptying ",,"R1 WK2",,,,,,01/04/07,
1890,"King & Co",,18,"Guildhall Street",,"Lincoln",,"LN1 1TR",,"01522 525255","EH2015976",,"Bishops Lynn House",18,"Tuesday Market Place",,"King's Lynn","Norfolk","PE30 1JW",,98709,"Refuse",1100,2,"1100-1, CWTN-1","One empty per week",,,"T1",,,,,14/06/05,
1897,"Dr S Lim","The Dental Practice",10,"Stonegate Street",,"King's Lynn","Norfolk","PE30 5EF",,"01553 768448","EH2016066",,,,,,,,,,88905,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,,"D5",,,,,21/09/04,
1898,"Mr Pizza",,42,"Norfolk Street",,"King's Lynn","Norfolk","PE30 1AH","Mr H Payam","01553 692690","EH2030659",,,,,,,,,,147709,"Refuse",360,1,"360-1, CWTN-1","One empty per week",,,,,,,,05/12/08,15/05/09
1899,"Further Education National Consortium Ltd",,,"Hamlin Way","Hardwick Narrows","King's Lynn","Norfolk","PE30 4NF","Dick Castledine","01553 779520","EH2016068",,,,,,,,,,88872,"Refuse",360,1,"360-1, CWTN-1","One empty per week","T1",,,,,,,27/09/04,
1902,"Silk Road ll Ltd","Lavender Hill",,"Lynn Road","Heacham","King's Lynn","Norfolk","PE31 7JE","Ms Yuen Shan Ho","01485 572268","EH2016152",,,,,,,,,,96884,"Refuse",1100,1,"1100-1, 1100-2, CWTN-1","Two empties per week","D2 ",,,,"T1",,,18/04/05,
,,,,,,,,,,,,,,,,,,,,,148922,"Glass",770,1,"770G-1, CWTN-5","One empty per week","G3",,,,,,,29/01/09,
1903,"Downham Petroleum Co Ltd","Broomhill Service Station","222-224","Broomhill",,"Downham Market","Norfolk","PE38 9QY","Bizwas","01366 386700","EH2016156",,,,,,,,,,89327,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week","D12",,,,,,,01/10/04,
1909,"Joules Ltd",,16,"The Point","Rockingham Road","Market Harborough","Leics","LE16 7QU","David Ball","01858 435263","EH2028141","Joules",,1,"Emma's Court","Burnham Market","King's Kynn","Norfolk","PE31 8HD",,136308,"Recycling",660,1,"660-8, CWTN-2","Fortntightly: except weeks containing Xmas Day & 
New Years Day",,"R6 WK1",,,,,,26/03/08,
1917,"King George Vl School",,,"Lynn Road","Great Bircham","King's Lynn","Norfolk","PE31 6RJ",,"01485 578271","EH2016388",,,,,,,,,,123037,"School Refuse",360,1,"360-6, CWTN-3","Term time emptying (40 empties p.a.)",,,,,"D1",,,01/04/07,
,,,,,,,,,,,,,,,,,,,,,123037,"School Recycling",660,1,"660-10, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)",,,,,"R1 WK1",,,01/04/07,
1918,"Emneth County Primary School",,,"Hollycroft Road","Emneth","Wisbech","Cambs","PE14 8AY",,"01945 583885","EH2016485",,,,,,,,,,116616,"School Refuse",1100,2,"1100-6, CWTN-3","Term time emptying (40 empties p.a.)",,,"D12",,,,,03/01/07,
,,,,,,,,,,,,,,,,,,,,,116616,"School Recycling",1100,1,"1100-11, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)",,,"R6 WK2",,,,,03/01/07,
1919,"East Midlands Newspapers Ltd","T/as Lynn News",,"Limes House","Purfleet Street","King's Lynn","Norfolk","PE30 1ER","David Dixon","01553 761188","EH2016518",,,,,,,,,,91106,"Refuse",1100,1,"1100-1, 1100-2 x 4, CWTN-1","Four empties per week","T1","T1","T1","T1",,,,18/11/04,
1921,"W Norman & Son Ltd","Austin Farm",,"Burrettgate Road","Walsoken","Wisbech","Cambs","PE14 7BN",,"01945 583130","EH2016572",,,,,,,,,,2307,"Refuse",240,1,"240-3, CWTN-1","Emptied on request (variable)","D7",,,,,,,30/08/04,
1923,"Magpie Security Services Ltd",,"70/70a","Norfolk Street",,"King's Lynn","Norfolk","PE30 1AG",,"01553 691121","EH2016586",,,,,,,,,,133639,"Recycling",240,1,"240-8, CWTN-2","Fortnightly: except weeks containing Xmas Day &
New Years Day","G3 WK2",,,,,,,04/01/07,
1925,"Double D Pizza",,31,"Loke Road",,"King's Lynn","Norfolk","PE30 2AY","Mr B Demirci","01553 760009","EH2017552",,,,,,,,,,103878,"Refuse",360,1,"360-1, 360-2 x 2, CWTN-1","Three empties per week","T1",,,"T1",,"LITTER BI",,01/10/05,
1928,"Grants Restaurant",,61,"Norfolk Street",,"King's Lynn","Norfolk","PE30 1AG","Mr L  Philp Proprietor","01553 760609","EH2016638",,,,,,,,,,97564,"Refuse",360,1,"360-1, 360-2, CWTN-1","Two empties per week","T1",,,"T1",,,,16/05/05,
1929,"Talking Heads",,"Unit 2 Priory Court","St Augustine's Way","South Wootton","King's Lynn","Norfolk","PE30 3TE","Miss J Wright","01553 675039","EH2016639",,,,,,,,,,150642,"Refuse",360,1,"360-1, CWTN-1","One empty per week",,"T1",,,,,,01/04/09,
1935,"Rossiters Ltd",,,"Manor Road","Dersingham","King's Lynn","Norfolk","PE31 6LD",,"01485 540000","EH2016729",,,,,,,,,,90866,"Refuse",660,1,"660-1, CWTN-1","One empty per week",,,,,"T1",,,12/11/04,
1938,"Fran's Pantry Fayre",,28,"High Street","Heacham","King's Lynn","Norfolk","PE31 7EP","Mrs F Goodwin","01485 572220","EH2016750",,,,,,,,,,135792,"Recycling",240,1,"240-8, CWTN-2","Fortnightly: except weeks containing Xmas Day &
New Years Day",,,"R2 WK1",,,,,08/03/08,
1939,"The Fish Shed",,,"Main Road","Brancaster Staithe","King's Lynn","Norfolk","PE31 8BJ","Mr S W Bocking","01485 210532","EH2016752",,,,,,,,,,91516,"Refuse",240,1,"240-1, CWTN-1","One empty per week","D5",,,,,,,09/12/04,
1940,"Mr A J Borthwick","c/o Deepdale Farm Office",,,"Burnham Deepdale","King's Lynn","Norfolk","PE31 8DD","Jason Borthwick","01485 210036","EH2015846","Jolly Sailors Caravan Site",,,"Main Road","Brancaster Staithe","King's Lynn","Norfolk","PE31 8BJ",,110793,"Refuse",1100,1,"1100-1, 1100-4 x 8, CWTN-1","Weekly emptying plus additional weekly emptying
1 July - 31 August (8 weeks)","D5",,,,"T2",,,01/04/06,
1943,"The Stock Shop Co Ltd","Unit 16",,"Lancaster Way",,"ELY","Cambs","CB6 3NW","Mark Mitzman","01353 666322","EH2016754","The Stock Shop",,11,"Market Place",,"Downham Market","Norfolk","PE38 9DD",,91940,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,"D9",,,,,,07/12/04,
1944,"Hereward Care Services Ltd","Chiltern House",,"Shrewsbury Avenue","Woodston","Peterborough",,"PE2 7LB","Gina Tyner","01733 233511","EH2016813","Hereward Care Services Ltd","Red Thorn House",,"Church Lane","Terrington St John","Wisbech","Cambs","PE14 7SD","01945 880877",104118,"Schd.2 Refuse",770,2,"770-1, CWTN-1","One empty per week",,"D7",,,,,,11/10/05,
1945,"The Corner Shop",,,"High Street","Stoke Ferry","King's Lynn","Norfolk","PE33 9SF","Mr Darren Ager & Mrs Zoe Ager","01366 500317","EH2016833",,,,,,,,,,93564,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,"D8",,,,,22/10/04,
1946,"Heacham Parish Council","Jubilee Clinic",,"Pound Lane","Heacham","King's Lynn","Norfolk","PE31 7ET",,"01485 572142","EH2016842",,,,,,,,,,92190,"Schd 2 Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,,,"T1",,,01/12/04,
1949,"J C Hammond Ltd","t/as Moulam & Horn",02/04/09,"Pound Lane","Heacham","King's Lynn","Norfolk","PE31 7ET",,"01485 570241","EH2016866",,,,,,,,,,92072,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,,,"T1",,,20/01/05,
1950,"North End Off Licence",,"34-36","Loke Road",,"King's Lynn","Norfolk","PE30 2AB"," Mr A & Mrs J Varatharajan","01553 764797","EH2016885",,,,,,,,,,125554,"Refuse",240,1,"240-1, 240-2, CWTN-1","Two empties per week","T1",,,"T1",,,,14/05/07,
1968,"Snettisham Parish Council",,73,"Lynn  Road","Snettisham","King's Lynn","Norfolk","PE31 7QA",,"01485 543721","EH2016905",,,,,,,,,,140152,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,,,"T1",,,21/07/08,
1971,"The Five Bells Inn",,1,"New Road","Upwell","WISBECH","Cambs","PE14 9AB","Mr M E Jones & Mrs J Jones","01945 772222","EH2016997",,,,,,,,,,113534,"Refuse",1100,1,"1100-1, 1100-2, CWTN-1","Two empties per week",,,,,"D9",,,01/07/06,
1972,"Heacham Parochial Church Council","Church Office",17,"High Street","Heacham","King's Lynn","Norfolk","PE31 7ER",,"01485 572539","EH2017006","Heacham Church",,,"Church Lane","Heacham ","King's Lynn","Norfolk","PE31",,98327,"Schd 2 Refuse",770,1,"770-3, 770-4 x 26, CWTN-1","Fortnightly emptying",,,,,"T1 WK2",,,23/05/05,
1977,"Galaxy Personnel Ltd",,11,"Portland Street",,"KING'S LYNN","Norfolk","PE30 1PB","Peter Blackmur","01553 692888","EH2017033",,,,,,,,,,93813,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,,"T1",,,,,02/02/05,
1979,"Dersingham Infants & Nursery School",,,"Saxon Way","Dersingham","King's Lynn","Norfolk","PE31 6LY",,"01485 540022","EH2017054",,,,,,,,,,150739,"School Refuse",1100,1,"1100-5, CWTN-3","Term time emptying (40 empties p.a.)",,,,,"T1",,,01/04/09,
,,,,,,,,,,,,,,,,,,,,,150739,"School Recycling",1100,1,"1100-11, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)",,,,,"R6 WK1",,,01/04/09,
1980,"NCH Gaywood First Steps Nursery",,,"Queen Mary Road",,"King's Lynn","Norfolk","PE30 4QG","Michelle Barrett","01553 660925","EH2017062",,,,,,,,,,123061,"School Refuse",660,1,"660-1, CWTN-3","One empty per week",,,,"T1",,,,01/04/07,
,,,,,,,,,,,,,,,,,,,,,129765,"School Recycling",1100,1,"1100-11, CWTN-4","Fortnightly emptying",,,,,"R1 WK1",,,01/11/07,
1981,"Ring Associates Ltd",,"7a","Kings Street",,"King's Lynn","Norfolk","PE30 1ET",,"01553 777600","EH2017074",,,,,,,,,,94234,"Refuse",360,1,"360-1, CWTN-1","One empty per week",,,"T1",,,,,15/02/05,
1982,"St Michaels VC First School",,,"Saddlebow Road (North)",,"King's Lynn","Norfolk","PE30 4NG",,"01553 772420","EH2002025",,,,,,,,,,96551,"School Refuse",1100,1,"1100-6, CWTN-3","Term time emptying (40 empties p.a.)",,"T1",,,,,,28/04/05,
,,,,,,,,,,,,,,,,,,,,,96551,"School Recycling",240,2,"240-10, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)",,"R3 WK2",,,,,,28/04/05,
1983,"Reffley Community School",,,"Reffley Lane",,"King's Lynn","Norfolk","PE30 3SF",,"01553 671045","EH2017349",,,,,,,,,,124120,"School Recycling",1100,2,"1100-11, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)",,,"R1 WK1",,,,,03/05/07,
,,,,,,,,,,,,,,,,,,,,,127807,"School Refuse",1100,2,"1100-5, CWTN-3","Term time emptying (40 empties p.a.)",,"T1",,,,,,12/12/07,
1984,"Marham Infant School",,,"Cedar Road","Upper Marham","King's Lynn","Norfolk","PE33 9LT",,"01760 337217","EH2017930",,,,,,,,,,136575,"School Refuse",1100,1,"1100-5, CWTN-3 ","Term time emptying (40 empties p.a.)",,"D12",,,,,,01/04/08,
,,,,,,,,,,,,,,,,,,,,,136575,"School Recycling",1100,1,"1100-11, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)",,"R6 WK2",,,,,,01/04/08,
1985,"Duchy of Lancaster Methwold VC Primary School",,,"Hythe Road","Methwold","Thetford","Norfolk","IP26 4PP",,"01366 728280","EH2017931",,,,,,,,,,94324,"School Refuse",770,1,"770-6, CWTN-3","Term time emptying (40 empties p.a.)",,"D8",,,,,,21/02/05,
,,,,,,,,,,,,,,,,,,,,,94324,"School Recycling",240,3,"240-10, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)",,"R5 WK1",,,,,,21/02/05,
1995,"Bridge Stores",,,"Main Road","Three Holes","Wisbech","Cambs","PE14 9JR","Mrs H Knights","01945 772467","EH2017556",,,,,,,,,,94950,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,,,"D10",,,,07/03/05,14/05/09
1996,"Whiting & Partners","Berol House",,"Oldmedow Road",,"King's Lynn","Norfolk","PE30 4JJ",,"01553 774745","EH2017342",,,,,,,,,,94840,"Refuse",360,1,"360-1, CWTN-1","One empty per week",,"T1",,,,,,03/03/05,
1998,"Marifa Lodge Care Home",,,"Wisbech Road","Welney","Wisbech","Cambs","PE14 9RQ","Mr G Rainbird","01254 610555","EH2017345",,,,,,,,,,94858,"Schd 2 Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,,"D10",,,,03/03/05,
